# lambda   continuum             lines                
  9472     6.2625465144796E-7    6.2625465144796E-7   
  9474     6.26048423981765E-7   6.26048423981765E-7  
  9476     6.25842307936235E-7   6.25842307936235E-7  
  9478     6.25636303227674E-7   6.25636303227674E-7  
  9480     6.25430409772468E-7   6.25430409772468E-7  
  9482     6.25224627487081E-7   6.25224627487081E-7  
  9484     6.25018956288059E-7   6.25018956288059E-7  
  9486     6.24813396092028E-7   6.24813396092028E-7  
  9488     6.24607946815693E-7   6.24607946815693E-7  
  9490     6.24402608375841E-7   6.24402608375841E-7  
  9492     6.24197380689337E-7   6.24197380689337E-7  
  9494     6.23992263673127E-7   6.23992263673127E-7  
  9496     6.23787257244237E-7   6.23787257244237E-7  
  9498     6.23582361319771E-7   6.23582361319771E-7  
  9500     6.23377575816915E-7   6.23377575816915E-7  
  9502     6.23172900652932E-7   6.23172900652932E-7  
  9504     6.22968335745167E-7   6.22968335745167E-7  
  9506     6.22763881011042E-7   6.22763881011042E-7  
  9508     6.22559536368059E-7   6.22559536368059E-7  
  9510     6.22355301733799E-7   6.22355301733799E-7  
  9512     6.22151177025923E-7   6.22151177025923E-7  
  9514     6.21947162162169E-7   6.21947162162169E-7  
  9516     6.21743257060357E-7   6.21743257060357E-7  
  9518     6.21539461638382E-7   6.21539461638382E-7  
  9520     6.21335775814219E-7   6.21335775814219E-7  
  9522     6.21132199505924E-7   6.21132199505924E-7  
  9524     6.20928732631628E-7   6.20928732631628E-7  
  9526     6.20725375109541E-7   6.20725375109541E-7  
  9528     6.20522126857954E-7   6.20522126857954E-7  
  9530     6.20318987795232E-7   6.20318987795232E-7  
  9532     6.20115957839822E-7   6.20115957839822E-7  
  9534     6.19913036910247E-7   6.19913036910247E-7  
  9536     6.19710224925109E-7   6.19710224925109E-7  
  9538     6.19507521803085E-7   6.19507521803085E-7  
  9540     6.19304927462933E-7   6.19304927462933E-7  
  9542     6.19102441823488E-7   6.19102441823488E-7  
  9544     6.18900064803662E-7   6.18900064803662E-7  
  9546     6.18697796322443E-7   6.18697796322443E-7  
  9548     6.184956362989E-7     6.184956362989E-7    
  9550     6.18293584652175E-7   6.18293584652175E-7  
  9552     6.18091641301491E-7   6.18091641301491E-7  
  9554     6.17889806166146E-7   6.17889806166146E-7  
  9556     6.17688079165515E-7   6.17688079165515E-7  
  9558     6.17486460219051E-7   6.17486460219051E-7  
  9560     6.17284949246282E-7   6.17284949246282E-7  
  9562     6.17083546166816E-7   6.17083546166816E-7  
  9564     6.16882250900334E-7   6.16882250900334E-7  
  9566     6.16681063366596E-7   6.16681063366596E-7  
  9568     6.16479983485437E-7   6.16479983485437E-7  
  9570     6.1627901117677E-7    6.1627901117677E-7   
  9572     6.16078146360583E-7   6.16078146360583E-7  
  9574     6.1587738895694E-7    6.1587738895694E-7   
  9576     6.15676738885982E-7   6.15676738885982E-7  
  9578     6.15476196067926E-7   6.15476196067926E-7  
  9580     6.15275760423065E-7   6.15275760423065E-7  
  9582     6.15075431871767E-7   6.15075431871767E-7  
  9584     6.14875210334476E-7   6.14875210334476E-7  
  9586     6.14675095731713E-7   6.14675095731713E-7  
  9588     6.14475087984072E-7   6.14475087984072E-7  
  9590     6.14275187012226E-7   6.14275187012226E-7  
  9592     6.14075392736921E-7   6.14075392736921E-7  
  9594     6.13875705078978E-7   6.13875705078978E-7  
  9596     6.13676123959295E-7   6.13676123959295E-7  
  9598     6.13476649298844E-7   6.13476649298844E-7  
  9600     6.13277281018672E-7   6.13277281018672E-7  
  9602     6.13078019039901E-7   6.13078019039901E-7  
  9604     6.1287886328373E-7    6.1287886328373E-7   
  9606     6.12679813671429E-7   6.12679813671429E-7  
  9608     6.12480870124346E-7   6.12480870124346E-7  
  9610     6.12282032563903E-7   6.12282032563903E-7  
  9612     6.12083300911594E-7   6.12083300911594E-7  
  9614     6.1188467508899E-7    6.1188467508899E-7   
  9616     6.11686155017737E-7   6.11686155017737E-7  
  9618     6.11487740619553E-7   6.11487740619553E-7  
  9620     6.11289431816232E-7   6.11289431816232E-7  
  9622     6.1109122852964E-7    6.1109122852964E-7   
  9624     6.10893130681721E-7   6.10893130681721E-7  
  9626     6.10695138194488E-7   6.10695138194488E-7  
  9628     6.10497250990031E-7   6.10497250990031E-7  
  9630     6.10299468990513E-7   6.10299468990513E-7  
  9632     6.10101792118172E-7   6.10101792118172E-7  
  9634     6.09904220295317E-7   6.09904220295317E-7  
  9636     6.09706753444332E-7   6.09706753444332E-7  
  9638     6.09509391487674E-7   6.09509391487674E-7  
  9640     6.09312134347875E-7   6.09312134347875E-7  
  9642     6.09114981947538E-7   6.09114981947538E-7  
  9644     6.0891793420934E-7    6.0891793420934E-7   
  9646     6.08720991056032E-7   6.08720991056032E-7  
  9648     6.08524152410437E-7   6.08524152410437E-7  
  9650     6.08327418195451E-7   6.08327418195451E-7  
  9652     6.08130788334043E-7   6.08130788334043E-7  
  9654     6.07934262749255E-7   6.07934262749255E-7  
  9656     6.07737841364201E-7   6.07737841364201E-7  
  9658     6.07541524102068E-7   6.07541524102068E-7  
  9660     6.07345310886117E-7   6.07345310886117E-7  
  9662     6.07149201639679E-7   6.07149201639679E-7  
  9664     6.06953196286158E-7   6.06953196286158E-7  
  9666     6.06757294749031E-7   6.06757294749031E-7  
  9668     6.06561496951848E-7   6.06561496951848E-7  
  9670     6.06365802818228E-7   6.06365802818228E-7  
  9672     6.06170212271865E-7   6.06170212271865E-7  
  9674     6.05974725236524E-7   6.05974725236524E-7  
  9676     6.05779341636041E-7   6.05779341636041E-7  
  9678     6.05584061394325E-7   6.05584061394325E-7  
  9680     6.05388884435356E-7   6.05388884435356E-7  
  9682     6.05193810683187E-7   6.05193810683187E-7  
  9684     6.04998840061939E-7   6.04998840061939E-7  
  9686     6.04803972495808E-7   6.04803972495808E-7  
  9688     6.04609207909061E-7   6.04609207909061E-7  
  9690     6.04414546226034E-7   6.04414546226034E-7  
  9692     6.04219987371135E-7   6.04219987371135E-7  
  9694     6.04025531268846E-7   6.04025531268846E-7  
  9696     6.03831177843716E-7   6.03831177843716E-7  
  9698     6.03636927020367E-7   6.03636927020367E-7  
  9700     6.03442778723491E-7   6.03442778723491E-7  
  9702     6.03248732877853E-7   6.03248732877853E-7  
  9704     6.03054789408285E-7   6.03054789408285E-7  
  9706     6.02860948239693E-7   6.02860948239693E-7  
  9708     6.02667209297052E-7   6.02667209297052E-7  
  9710     6.02473572505407E-7   6.02473572505407E-7  
  9712     6.02280037789874E-7   6.02280037789874E-7  
  9714     6.0208660507564E-7    6.0208660507564E-7   
  9716     6.01893274287962E-7   6.01893274287962E-7  
  9718     6.01700045352165E-7   6.01700045352165E-7  
  9720     6.01506918193647E-7   6.01506918193647E-7  
  9722     6.01313892737875E-7   6.01313892737875E-7  
  9724     6.01120968910384E-7   6.01120968910384E-7  
  9726     6.00928146636783E-7   6.00928146636783E-7  
  9728     6.00735425842745E-7   6.00735425842745E-7  
  9730     6.00542806454019E-7   6.00542806454019E-7  
  9732     6.00350288396418E-7   6.00350288396418E-7  
  9734     6.00157871595828E-7   6.00157871595828E-7  
  9736     5.99965555978203E-7   5.99965555978203E-7  
  9738     5.99773341469568E-7   5.99773341469568E-7  
  9740     5.99581227996014E-7   5.99581227996014E-7  
  9742     5.99389215483704E-7   5.99389215483704E-7  
  9744     5.9919730385887E-7    5.9919730385887E-7   
  9746     5.99005493047811E-7   5.99005493047811E-7  
  9748     5.98813782976897E-7   5.98813782976897E-7  
  9750     5.98622173572566E-7   5.98622173572566E-7  
  9752     5.98430664761324E-7   5.98430664761324E-7  
  9754     5.98239256469748E-7   5.98239256469748E-7  
  9756     5.98047948624482E-7   5.98047948624482E-7  
  9758     5.97856741152237E-7   5.97856741152237E-7  
  9760     5.97665633979797E-7   5.97665633979797E-7  
  9762     5.97474627034009E-7   5.97474627034009E-7  
  9764     5.97283720241793E-7   5.97283720241793E-7  
  9766     5.97092913530135E-7   5.97092913530135E-7  
  9768     5.96902206826088E-7   5.96902206826088E-7  
  9770     5.96711600056775E-7   5.96711600056775E-7  
  9772     5.96521093149388E-7   5.96521093149388E-7  
  9774     5.96330686031183E-7   5.96330686031183E-7  
  9776     5.96140378629488E-7   5.96140378629488E-7  
  9778     5.95950170871697E-7   5.95950170871697E-7  
  9780     5.95760062685271E-7   5.95760062685271E-7  
  9782     5.9557005399774E-7    5.9557005399774E-7   
  9784     5.95380144736701E-7   5.95380144736701E-7  
  9786     5.95190334829817E-7   5.95190334829817E-7  
  9788     5.95000624204822E-7   5.95000624204822E-7  
  9790     5.94811012789513E-7   5.94811012789513E-7  
  9792     5.94621500511758E-7   5.94621500511758E-7  
  9794     5.9443208729949E-7    5.9443208729949E-7   
  9796     5.94242773080709E-7   5.94242773080709E-7  
  9798     5.94053557783484E-7   5.94053557783484E-7  
  9800     5.93864441335948E-7   5.93864441335948E-7  
  9802     5.93675423666303E-7   5.93675423666303E-7  
  9804     5.93486504702818E-7   5.93486504702818E-7  
  9806     5.93297684373827E-7   5.93297684373827E-7  
  9808     5.93108962607732E-7   5.93108962607732E-7  
  9810     5.92920339333E-7      5.92920339333E-7     
  9812     5.92731814478168E-7   5.92731814478168E-7  
  9814     5.92543387971835E-7   5.92543387971835E-7  
  9816     5.92355059742669E-7   5.92355059742669E-7  
  9818     5.92166829719403E-7   5.92166829719403E-7  
  9820     5.91978697830838E-7   5.91978697830838E-7  
  9822     5.91790664005839E-7   5.91790664005839E-7  
  9824     5.91602728173338E-7   5.91602728173338E-7  
  9826     5.91414890262333E-7   5.91414890262333E-7  
  9828     5.91227150201888E-7   5.91227150201888E-7  
  9830     5.91039507921132E-7   5.91039507921132E-7  
  9832     5.90851963349261E-7   5.90851963349261E-7  
  9834     5.90664516415535E-7   5.90664516415535E-7  
  9836     5.90477167049282E-7   5.90477167049282E-7  
  9838     5.90289915179892E-7   5.90289915179892E-7  
  9840     5.90102760736825E-7   5.90102760736825E-7  
  9842     5.89915703649602E-7   5.89915703649602E-7  
  9844     5.89728743847812E-7   5.89728743847812E-7  
  9846     5.89541881261108E-7   5.89541881261108E-7  
  9848     5.89355115819209E-7   5.89355115819209E-7  
  9850     5.89168447451898E-7   5.89168447451898E-7  
  9852     5.88981876089024E-7   5.88981876089024E-7  
  9854     5.887954016605E-7     5.887954016605E-7    
  9856     5.88609024096305E-7   5.88609024096305E-7  
  9858     5.88422743326482E-7   5.88422743326482E-7  
  9860     5.88236559281138E-7   5.88236559281138E-7  
  9862     5.88050471890446E-7   5.88050471890446E-7  
  9864     5.87864481084644E-7   5.87864481084644E-7  
  9866     5.87678586794032E-7   5.87678586794032E-7  
  9868     5.87492788948977E-7   5.87492788948977E-7  
  9870     5.87307087479908E-7   5.87307087479908E-7  
  9872     5.87121482317321E-7   5.87121482317321E-7  
  9874     5.86935973391774E-7   5.86935973391774E-7  
  9876     5.86750560633889E-7   5.86750560633889E-7  
  9878     5.86565243974355E-7   5.86565243974355E-7  
  9880     5.86380023343921E-7   5.86380023343921E-7  
  9882     5.86194898673402E-7   5.86194898673402E-7  
  9884     5.86009869893678E-7   5.86009869893678E-7  
  9886     5.8582493693569E-7    5.8582493693569E-7   
  9888     5.85640099730444E-7   5.85640099730444E-7  
  9890     5.8545535820901E-7    5.8545535820901E-7   
  9892     5.85270712302522E-7   5.85270712302522E-7  
  9894     5.85086161942175E-7   5.85086161942175E-7  
  9896     5.84901707059231E-7   5.84901707059231E-7  
  9898     5.84717347585012E-7   5.84717347585012E-7  
  9900     5.84533083450905E-7   5.84533083450905E-7  
  9902     5.84348914588361E-7   5.84348914588361E-7  
  9904     5.84164840928892E-7   5.84164840928892E-7  
  9906     5.83980862404074E-7   5.83980862404074E-7  
  9908     5.83796978945546E-7   5.83796978945546E-7  
  9910     5.8361319048501E-7    5.8361319048501E-7   
  9912     5.83429496954231E-7   5.83429496954231E-7  
  9914     5.83245898285037E-7   5.83245898285037E-7  
  9916     5.83062394409317E-7   5.83062394409317E-7  
  9918     5.82878985259025E-7   5.82878985259025E-7  
  9920     5.82695670766177E-7   5.82695670766177E-7  
  9922     5.82512450862849E-7   5.82512450862849E-7  
  9924     5.82329325481182E-7   5.82329325481182E-7  
  9926     5.82146294553379E-7   5.82146294553379E-7  
  9928     5.81963358011706E-7   5.81963358011706E-7  
  9930     5.81780515788488E-7   5.81780515788488E-7  
  9932     5.81597767816116E-7   5.81597767816116E-7  
  9934     5.8141511402704E-7    5.8141511402704E-7   
  9936     5.81232554353775E-7   5.81232554353775E-7  
  9938     5.81050088728894E-7   5.81050088728894E-7  
  9940     5.80867717085037E-7   5.80867717085037E-7  
  9942     5.80685439354901E-7   5.80685439354901E-7  
  9944     5.80503255471246E-7   5.80503255471246E-7  
  9946     5.80321165366897E-7   5.80321165366897E-7  
  9948     5.80139168974735E-7   5.80139168974735E-7  
  9950     5.79957266227708E-7   5.79957266227708E-7  
  9952     5.7977545705882E-7    5.7977545705882E-7   
  9954     5.79593741401142E-7   5.79593741401142E-7  
  9956     5.79412119187802E-7   5.79412119187802E-7  
  9958     5.79230590351991E-7   5.79230590351991E-7  
  9960     5.79049154826961E-7   5.79049154826961E-7  
  9962     5.78867812546025E-7   5.78867812546025E-7  
  9964     5.78686563442557E-7   5.78686563442557E-7  
  9966     5.78505407449993E-7   5.78505407449993E-7  
  9968     5.78324344501828E-7   5.78324344501828E-7  
  9970     5.78143374531618E-7   5.78143374531618E-7  
  9972     5.77962497472982E-7   5.77962497472982E-7  
  9974     5.77781713259598E-7   5.77781713259598E-7  
  9976     5.77601021825205E-7   5.77601021825205E-7  
  9978     5.77420423103601E-7   5.77420423103601E-7  
  9980     5.77239917028647E-7   5.77239917028647E-7  
  9982     5.77059503534264E-7   5.77059503534264E-7  
  9984     5.76879182554432E-7   5.76879182554432E-7  
  9986     5.76698954023191E-7   5.76698954023191E-7  
  9988     5.76518817874644E-7   5.76518817874644E-7  
  9990     5.76338774042951E-7   5.76338774042951E-7  
  9992     5.76158822462335E-7   5.76158822462335E-7  
  9994     5.75978963067075E-7   5.75978963067075E-7  
  9996     5.75799195791515E-7   5.75799195791515E-7  
  9998     5.75619520570055E-7   5.75619520570055E-7  
  10000    5.75439937337157E-7   5.75439937337157E-7  
  10002    5.7526044602734E-7    5.7526044602734E-7   
  10004    5.75081046575187E-7   5.75081046575187E-7  
  10006    5.74901738915337E-7   5.74901738915337E-7  
  10008    5.7472252298249E-7    5.7472252298249E-7   
  10010    5.74543398711405E-7   5.74543398711405E-7  
  10012    5.743643660369E-7     5.743643660369E-7    
  10014    5.74185424893855E-7   5.74185424893855E-7  
  10016    5.74006575217206E-7   5.74006575217206E-7  
  10018    5.7382781694195E-7    5.7382781694195E-7   
  10020    5.73649150003143E-7   5.73649150003143E-7  
  10022    5.73470574335898E-7   5.73470574335898E-7  
  10024    5.73292089875392E-7   5.73292089875392E-7  
  10026    5.73113696556855E-7   5.73113696556855E-7  
  10028    5.7293539431558E-7    5.7293539431558E-7   
  10030    5.72757183086917E-7   5.72757183086917E-7  
  10032    5.72579062806277E-7   5.72579062806277E-7  
  10034    5.72401033409126E-7   5.72401033409126E-7  
  10036    5.72223094830991E-7   5.72223094830991E-7  
  10038    5.72045247007458E-7   5.72045247007458E-7  
  10040    5.7186748987417E-7    5.7186748987417E-7   
  10042    5.7168982336683E-7    5.7168982336683E-7   
  10044    5.71512247421199E-7   5.71512247421199E-7  
  10046    5.71334761973094E-7   5.71334761973094E-7  
  10048    5.71157366958393E-7   5.71157366958393E-7  
  10050    5.70980062313033E-7   5.70980062313033E-7  
  10052    5.70802847973005E-7   5.70802847973005E-7  
  10054    5.70625723874361E-7   5.70625723874361E-7  
  10056    5.70448689953212E-7   5.70448689953212E-7  
  10058    5.70271746145724E-7   5.70271746145724E-7  
  10060    5.70094892388123E-7   5.70094892388123E-7  
  10062    5.69918128616691E-7   5.69918128616691E-7  
  10064    5.6974145476777E-7    5.6974145476777E-7   
  10066    5.69564870777759E-7   5.69564870777759E-7  
  10068    5.69388376583112E-7   5.69388376583112E-7  
  10070    5.69211972120345E-7   5.69211972120345E-7  
  10072    5.69035657326027E-7   5.69035657326027E-7  
