# lambda   continuum             lines                
  32332    6.23082466503509E-7   6.23082466503509E-7  
  32334    6.23099810456275E-7   6.23099810456275E-7  
  32336    6.23117153819011E-7   6.23117153819011E-7  
  32338    6.23134496591774E-7   6.23134496591774E-7  
  32340    6.2315183877462E-7    6.2315183877462E-7   
  32342    6.23169180367606E-7   6.23169180367606E-7  
  32344    6.23186521370788E-7   6.23186521370788E-7  
  32346    6.23203861784223E-7   6.23203861784223E-7  
  32348    6.23221201607968E-7   6.23221201607968E-7  
  32350    6.23238540842079E-7   6.23238540842079E-7  
  32352    6.23255879486612E-7   6.23255879486612E-7  
  32354    6.23273217541624E-7   6.23273217541624E-7  
  32356    6.23290555007171E-7   6.23290555007171E-7  
  32358    6.23307891883311E-7   6.23307891883311E-7  
  32360    6.23325228170098E-7   6.23325228170098E-7  
  32362    6.23342563867591E-7   6.23342563867591E-7  
  32364    6.23359898975845E-7   6.23359898975845E-7  
  32366    6.23377233494917E-7   6.23377233494917E-7  
  32368    6.23394567424862E-7   6.23394567424862E-7  
  32370    6.23411900765739E-7   6.23411900765739E-7  
  32372    6.23429233517602E-7   6.23429233517602E-7  
  32374    6.23446565680509E-7   6.23446565680509E-7  
  32376    6.23463897254516E-7   6.23463897254516E-7  
  32378    6.23481228239678E-7   6.23481228239678E-7  
  32380    6.23498558636054E-7   6.23498558636054E-7  
  32382    6.23515888443698E-7   6.23515888443698E-7  
  32384    6.23533217662667E-7   6.23533217662667E-7  
  32386    6.23550546293019E-7   6.23550546293019E-7  
  32388    6.23567874334808E-7   6.23567874334808E-7  
  32390    6.23585201788091E-7   6.23585201788091E-7  
  32392    6.23602528652925E-7   6.23602528652925E-7  
  32394    6.23619854929366E-7   6.23619854929366E-7  
  32396    6.23637180617471E-7   6.23637180617471E-7  
  32398    6.23654505717294E-7   6.23654505717294E-7  
  32400    6.23671830228894E-7   6.23671830228894E-7  
  32402    6.23689154152326E-7   6.23689154152326E-7  
  32404    6.23706477487646E-7   6.23706477487646E-7  
  32406    6.23723800234911E-7   6.23723800234911E-7  
  32408    6.23741122394177E-7   6.23741122394177E-7  
  32410    6.237584439655E-7     6.237584439655E-7    
  32412    6.23775764948936E-7   6.23775764948936E-7  
  32414    6.23793085344542E-7   6.23793085344542E-7  
  32416    6.23810405152374E-7   6.23810405152374E-7  
  32418    6.23827724372487E-7   6.23827724372487E-7  
  32420    6.23845043004939E-7   6.23845043004939E-7  
  32422    6.23862361049786E-7   6.23862361049786E-7  
  32424    6.23879678507083E-7   6.23879678507083E-7  
  32426    6.23896995376887E-7   6.23896995376887E-7  
  32428    6.23914311659253E-7   6.23914311659253E-7  
  32430    6.23931627354239E-7   6.23931627354239E-7  
  32432    6.23948942461901E-7   6.23948942461901E-7  
  32434    6.23966256982293E-7   6.23966256982293E-7  
  32436    6.23983570915473E-7   6.23983570915473E-7  
  32438    6.24000884261497E-7   6.24000884261497E-7  
  32440    6.2401819702042E-7    6.2401819702042E-7   
  32442    6.240355091923E-7     6.240355091923E-7    
  32444    6.24052820777191E-7   6.24052820777191E-7  
  32446    6.2407013177515E-7    6.2407013177515E-7   
  32448    6.24087442186234E-7   6.24087442186234E-7  
  32450    6.24104752010497E-7   6.24104752010497E-7  
  32452    6.24122061247997E-7   6.24122061247997E-7  
  32454    6.24139369898789E-7   6.24139369898789E-7  
  32456    6.2415667796293E-7    6.2415667796293E-7   
  32458    6.24173985440475E-7   6.24173985440475E-7  
  32460    6.2419129233148E-7    6.2419129233148E-7   
  32462    6.24208598636002E-7   6.24208598636002E-7  
  32464    6.24225904354096E-7   6.24225904354096E-7  
  32466    6.24243209485818E-7   6.24243209485818E-7  
  32468    6.24260514031225E-7   6.24260514031225E-7  
  32470    6.24277817990372E-7   6.24277817990372E-7  
  32472    6.24295121363316E-7   6.24295121363316E-7  
  32474    6.24312424150112E-7   6.24312424150112E-7  
  32476    6.24329726350816E-7   6.24329726350816E-7  
  32478    6.24347027965484E-7   6.24347027965484E-7  
  32480    6.24364328994173E-7   6.24364328994173E-7  
  32482    6.24381629436937E-7   6.24381629436937E-7  
  32484    6.24398929293834E-7   6.24398929293834E-7  
  32486    6.24416228564918E-7   6.24416228564918E-7  
  32488    6.24433527250246E-7   6.24433527250246E-7  
  32490    6.24450825349874E-7   6.24450825349874E-7  
  32492    6.24468122863858E-7   6.24468122863858E-7  
  32494    6.24485419792253E-7   6.24485419792253E-7  
  32496    6.24502716135115E-7   6.24502716135115E-7  
  32498    6.245200118925E-7     6.245200118925E-7    
  32500    6.24537307064465E-7   6.24537307064465E-7  
  32502    6.24554601651064E-7   6.24554601651064E-7  
  32504    6.24571895652354E-7   6.24571895652354E-7  
  32506    6.24589189068391E-7   6.24589189068391E-7  
  32508    6.24606481899229E-7   6.24606481899229E-7  
  32510    6.24623774144926E-7   6.24623774144926E-7  
  32512    6.24641065805537E-7   6.24641065805537E-7  
  32514    6.24658356881118E-7   6.24658356881118E-7  
  32516    6.24675647371724E-7   6.24675647371724E-7  
  32518    6.24692937277411E-7   6.24692937277411E-7  
  32520    6.24710226598235E-7   6.24710226598235E-7  
  32522    6.24727515334252E-7   6.24727515334252E-7  
  32524    6.24744803485518E-7   6.24744803485518E-7  
  32526    6.24762091052088E-7   6.24762091052088E-7  
  32528    6.24779378034018E-7   6.24779378034018E-7  
  32530    6.24796664431363E-7   6.24796664431363E-7  
  32532    6.2481395024418E-7    6.2481395024418E-7   
  32534    6.24831235472524E-7   6.24831235472524E-7  
  32536    6.24848520116451E-7   6.24848520116451E-7  
  32538    6.24865804176016E-7   6.24865804176016E-7  
  32540    6.24883087651275E-7   6.24883087651275E-7  
  32542    6.24900370542284E-7   6.24900370542284E-7  
  32544    6.24917652849099E-7   6.24917652849099E-7  
  32546    6.24934934571774E-7   6.24934934571774E-7  
  32548    6.24952215710367E-7   6.24952215710367E-7  
  32550    6.24969496264932E-7   6.24969496264932E-7  
  32552    6.24986776235525E-7   6.24986776235525E-7  
  32554    6.25004055622201E-7   6.25004055622201E-7  
  32556    6.25021334425017E-7   6.25021334425017E-7  
  32558    6.25038612644027E-7   6.25038612644027E-7  
  32560    6.25055890279288E-7   6.25055890279288E-7  
  32562    6.25073167330855E-7   6.25073167330855E-7  
  32564    6.25090443798783E-7   6.25090443798783E-7  
  32566    6.25107719683128E-7   6.25107719683128E-7  
  32568    6.25124994983946E-7   6.25124994983946E-7  
  32570    6.25142269701293E-7   6.25142269701293E-7  
  32572    6.25159543835223E-7   6.25159543835223E-7  
  32574    6.25176817385792E-7   6.25176817385792E-7  
  32576    6.25194090353056E-7   6.25194090353056E-7  
  32578    6.2521136273707E-7    6.2521136273707E-7   
  32580    6.2522863453789E-7    6.2522863453789E-7   
  32582    6.25245905755571E-7   6.25245905755571E-7  
  32584    6.25263176390169E-7   6.25263176390169E-7  
  32586    6.25280446441739E-7   6.25280446441739E-7  
  32588    6.25297715910337E-7   6.25297715910337E-7  
  32590    6.25314984796018E-7   6.25314984796018E-7  
  32592    6.25332253098838E-7   6.25332253098838E-7  
  32594    6.25349520818852E-7   6.25349520818852E-7  
  32596    6.25366787956115E-7   6.25366787956115E-7  
  32598    6.25384054510682E-7   6.25384054510682E-7  
  32600    6.25401320482611E-7   6.25401320482611E-7  
  32602    6.25418585871955E-7   6.25418585871955E-7  
  32604    6.2543585067877E-7    6.2543585067877E-7   
  32606    6.25453114903111E-7   6.25453114903111E-7  
  32608    6.25470378545034E-7   6.25470378545034E-7  
  32610    6.25487641604595E-7   6.25487641604595E-7  
  32612    6.25504904081848E-7   6.25504904081848E-7  
  32614    6.25522165976849E-7   6.25522165976849E-7  
  32616    6.25539427289653E-7   6.25539427289653E-7  
  32618    6.25556688020316E-7   6.25556688020316E-7  
  32620    6.25573948168893E-7   6.25573948168893E-7  
  32622    6.25591207735439E-7   6.25591207735439E-7  
  32624    6.25608466720009E-7   6.25608466720009E-7  
  32626    6.2562572512266E-7    6.2562572512266E-7   
  32628    6.25642982943445E-7   6.25642982943445E-7  
  32630    6.25660240182421E-7   6.25660240182421E-7  
  32632    6.25677496839643E-7   6.25677496839643E-7  
  32634    6.25694752915166E-7   6.25694752915166E-7  
  32636    6.25712008409044E-7   6.25712008409044E-7  
  32638    6.25729263321335E-7   6.25729263321335E-7  
  32640    6.25746517652092E-7   6.25746517652092E-7  
  32642    6.25763771401371E-7   6.25763771401371E-7  
  32644    6.25781024569227E-7   6.25781024569227E-7  
  32646    6.25798277155715E-7   6.25798277155715E-7  
  32648    6.25815529160891E-7   6.25815529160891E-7  
  32650    6.2583278058481E-7    6.2583278058481E-7   
  32652    6.25850031427527E-7   6.25850031427527E-7  
  32654    6.25867281689097E-7   6.25867281689097E-7  
  32656    6.25884531369575E-7   6.25884531369575E-7  
  32658    6.25901780469017E-7   6.25901780469017E-7  
  32660    6.25919028987477E-7   6.25919028987477E-7  
  32662    6.25936276925011E-7   6.25936276925011E-7  
  32664    6.25953524281674E-7   6.25953524281674E-7  
  32666    6.25970771057521E-7   6.25970771057521E-7  
  32668    6.25988017252608E-7   6.25988017252608E-7  
  32670    6.26005262866988E-7   6.26005262866988E-7  
  32672    6.26022507900718E-7   6.26022507900718E-7  
  32674    6.26039752353852E-7   6.26039752353852E-7  
  32676    6.26056996226446E-7   6.26056996226446E-7  
  32678    6.26074239518554E-7   6.26074239518554E-7  
  32680    6.26091482230232E-7   6.26091482230232E-7  
  32682    6.26108724361535E-7   6.26108724361535E-7  
  32684    6.26125965912518E-7   6.26125965912518E-7  
  32686    6.26143206883235E-7   6.26143206883235E-7  
  32688    6.26160447273742E-7   6.26160447273742E-7  
  32690    6.26177687084094E-7   6.26177687084094E-7  
  32692    6.26194926314346E-7   6.26194926314346E-7  
  32694    6.26212164964553E-7   6.26212164964553E-7  
  32696    6.2622940303477E-7    6.2622940303477E-7   
  32698    6.26246640525052E-7   6.26246640525052E-7  
  32700    6.26263877435453E-7   6.26263877435453E-7  
  32702    6.2628111376603E-7    6.2628111376603E-7   
  32704    6.26298349516836E-7   6.26298349516836E-7  
  32706    6.26315584687927E-7   6.26315584687927E-7  
  32708    6.26332819279358E-7   6.26332819279358E-7  
  32710    6.26350053291183E-7   6.26350053291183E-7  
  32712    6.26367286723458E-7   6.26367286723458E-7  
  32714    6.26384519576238E-7   6.26384519576238E-7  
  32716    6.26401751849577E-7   6.26401751849577E-7  
  32718    6.2641898354353E-7    6.2641898354353E-7   
  32720    6.26436214658152E-7   6.26436214658152E-7  
  32722    6.26453445193499E-7   6.26453445193499E-7  
  32724    6.26470675149624E-7   6.26470675149624E-7  
  32726    6.26487904526584E-7   6.26487904526584E-7  
  32728    6.26505133324432E-7   6.26505133324432E-7  
  32730    6.26522361543223E-7   6.26522361543223E-7  
  32732    6.26539589183013E-7   6.26539589183013E-7  
  32734    6.26556816243857E-7   6.26556816243857E-7  
  32736    6.26574042725808E-7   6.26574042725808E-7  
  32738    6.26591268628922E-7   6.26591268628922E-7  
  32740    6.26608493953254E-7   6.26608493953254E-7  
  32742    6.26625718698858E-7   6.26625718698858E-7  
  32744    6.2664294286579E-7    6.2664294286579E-7   
  32746    6.26660166454104E-7   6.26660166454104E-7  
  32748    6.26677389463855E-7   6.26677389463855E-7  
  32750    6.26694611895097E-7   6.26694611895097E-7  
  32752    6.26711833747885E-7   6.26711833747885E-7  
  32754    6.26729055022275E-7   6.26729055022275E-7  
  32756    6.26746275718321E-7   6.26746275718321E-7  
  32758    6.26763495836077E-7   6.26763495836077E-7  
  32760    6.26780715375598E-7   6.26780715375598E-7  
  32762    6.2679793433694E-7    6.2679793433694E-7   
  32764    6.26815152720156E-7   6.26815152720156E-7  
  32766    6.26832370525302E-7   6.26832370525302E-7  
  32768    6.26849587752432E-7   6.26849587752432E-7  
  32770    6.268668044016E-7     6.268668044016E-7    
  32772    6.26884020472863E-7   6.26884020472863E-7  
  32774    6.26901235966273E-7   6.26901235966273E-7  
  32776    6.26918450881886E-7   6.26918450881886E-7  
  32778    6.26935665219757E-7   6.26935665219757E-7  
  32780    6.26952878979939E-7   6.26952878979939E-7  
  32782    6.26970092162489E-7   6.26970092162489E-7  
  32784    6.2698730476746E-7    6.2698730476746E-7   
  32786    6.27004516794906E-7   6.27004516794906E-7  
  32788    6.27021728244884E-7   6.27021728244884E-7  
  32790    6.27038939117446E-7   6.27038939117446E-7  
  32792    6.27056149412649E-7   6.27056149412649E-7  
  32794    6.27073359130545E-7   6.27073359130545E-7  
  32796    6.27090568271191E-7   6.27090568271191E-7  
  32798    6.2710777683464E-7    6.2710777683464E-7   
  32800    6.27124984820947E-7   6.27124984820947E-7  
  32802    6.27142192230166E-7   6.27142192230166E-7  
  32804    6.27159399062353E-7   6.27159399062353E-7  
  32806    6.27176605317562E-7   6.27176605317562E-7  
  32808    6.27193810995846E-7   6.27193810995846E-7  
  32810    6.27211016097261E-7   6.27211016097261E-7  
  32812    6.27228220621862E-7   6.27228220621862E-7  
  32814    6.27245424569702E-7   6.27245424569702E-7  
  32816    6.27262627940836E-7   6.27262627940836E-7  
  32818    6.27279830735319E-7   6.27279830735319E-7  
  32820    6.27297032953205E-7   6.27297032953205E-7  
  32822    6.27314234594548E-7   6.27314234594548E-7  
  32824    6.27331435659404E-7   6.27331435659404E-7  
  32826    6.27348636147826E-7   6.27348636147826E-7  
  32828    6.27365836059869E-7   6.27365836059869E-7  
  32830    6.27383035395587E-7   6.27383035395587E-7  
  32832    6.27400234155035E-7   6.27400234155035E-7  
  32834    6.27417432338267E-7   6.27417432338267E-7  
  32836    6.27434629945338E-7   6.27434629945338E-7  
  32838    6.27451826976301E-7   6.27451826976301E-7  
  32840    6.27469023431213E-7   6.27469023431213E-7  
  32842    6.27486219310125E-7   6.27486219310125E-7  
  32844    6.27503414613094E-7   6.27503414613094E-7  
  32846    6.27520609340173E-7   6.27520609340173E-7  
  32848    6.27537803491417E-7   6.27537803491417E-7  
  32850    6.27554997066881E-7   6.27554997066881E-7  
  32852    6.27572190066617E-7   6.27572190066617E-7  
  32854    6.27589382490682E-7   6.27589382490682E-7  
  32856    6.27606574339128E-7   6.27606574339128E-7  
  32858    6.27623765612011E-7   6.27623765612011E-7  
  32860    6.27640956309385E-7   6.27640956309385E-7  
  32862    6.27658146431304E-7   6.27658146431304E-7  
  32864    6.27675335977822E-7   6.27675335977822E-7  
  32866    6.27692524948993E-7   6.27692524948993E-7  
  32868    6.27709713344873E-7   6.27709713344873E-7  
  32870    6.27726901165515E-7   6.27726901165515E-7  
  32872    6.27744088410973E-7   6.27744088410973E-7  
  32874    6.27761275081301E-7   6.27761275081301E-7  
  32876    6.27778461176554E-7   6.27778461176554E-7  
  32878    6.27795646696787E-7   6.27795646696787E-7  
  32880    6.27812831642053E-7   6.27812831642053E-7  
  32882    6.27830016012406E-7   6.27830016012406E-7  
  32884    6.27847199807901E-7   6.27847199807901E-7  
  32886    6.27864383028591E-7   6.27864383028591E-7  
  32888    6.27881565674532E-7   6.27881565674532E-7  
  32890    6.27898747745777E-7   6.27898747745777E-7  
  32892    6.27915929242381E-7   6.27915929242381E-7  
  32894    6.27933110164397E-7   6.27933110164397E-7  
  32896    6.27950290511879E-7   6.27950290511879E-7  
  32898    6.27967470284883E-7   6.27967470284883E-7  
  32900    6.27984649483461E-7   6.27984649483461E-7  
  32902    6.28001828107669E-7   6.28001828107669E-7  
  32904    6.2801900615756E-7    6.2801900615756E-7   
  32906    6.28036183633188E-7   6.28036183633188E-7  
  32908    6.28053360534608E-7   6.28053360534608E-7  
  32910    6.28070536861873E-7   6.28070536861873E-7  
  32912    6.28087712615037E-7   6.28087712615037E-7  
  32914    6.28104887794156E-7   6.28104887794156E-7  
  32916    6.28122062399282E-7   6.28122062399282E-7  
  32918    6.2813923643047E-7    6.2813923643047E-7   
  32920    6.28156409887773E-7   6.28156409887773E-7  
  32922    6.28173582771247E-7   6.28173582771247E-7  
  32924    6.28190755080945E-7   6.28190755080945E-7  
  32926    6.2820792681692E-7    6.2820792681692E-7   
  32928    6.28225097979228E-7   6.28225097979228E-7  
  32930    6.28242268567921E-7   6.28242268567921E-7  
  32932    6.28259438583054E-7   6.28259438583054E-7  
  32934    6.28276608024682E-7   6.28276608024682E-7  
  32936    6.28293776892857E-7   6.28293776892857E-7  
  32938    6.28310945187634E-7   6.28310945187634E-7  
  32940    6.28328112909067E-7   6.28328112909067E-7  
  32942    6.2834528005721E-7    6.2834528005721E-7   
  32944    6.28362446632117E-7   6.28362446632117E-7  
  32946    6.28379612633841E-7   6.28379612633841E-7  
  32948    6.28396778062437E-7   6.28396778062437E-7  
  32950    6.28413942917958E-7   6.28413942917958E-7  
  32952    6.28431107200459E-7   6.28431107200459E-7  
  32954    6.28448270909994E-7   6.28448270909994E-7  
  32956    6.28465434046616E-7   6.28465434046616E-7  
  32958    6.28482596610378E-7   6.28482596610378E-7  
  32960    6.28499758601336E-7   6.28499758601336E-7  
  32962    6.28516920019543E-7   6.28516920019543E-7  
  32964    6.28534080865053E-7   6.28534080865053E-7  
  32966    6.28551241137919E-7   6.28551241137919E-7  
  32968    6.28568400838196E-7   6.28568400838196E-7  
  32970    6.28585559965938E-7   6.28585559965938E-7  
  32972    6.28602718521197E-7   6.28602718521197E-7  
  32974    6.28619876504028E-7   6.28619876504028E-7  
  32976    6.28637033914486E-7   6.28637033914486E-7  
  32978    6.28654190752622E-7   6.28654190752622E-7  
  32980    6.28671347018493E-7   6.28671347018493E-7  
  32982    6.2868850271215E-7    6.2868850271215E-7   
  32984    6.28705657833649E-7   6.28705657833649E-7  
  32986    6.28722812383042E-7   6.28722812383042E-7  
  32988    6.28739966360384E-7   6.28739966360384E-7  
  32990    6.28757119765728E-7   6.28757119765728E-7  
  32992    6.28774272599128E-7   6.28774272599128E-7  
  32994    6.28791424860638E-7   6.28791424860638E-7  
  32996    6.28808576550311E-7   6.28808576550311E-7  
  32998    6.28825727668202E-7   6.28825727668202E-7  
  33000    6.28842878214363E-7   6.28842878214363E-7  
  33002    6.28860028188849E-7   6.28860028188849E-7  
  33004    6.28877177591714E-7   6.28877177591714E-7  
  33006    6.28894326423011E-7   6.28894326423011E-7  
  33008    6.28911474682793E-7   6.28911474682793E-7  
  33010    6.28928622371115E-7   6.28928622371115E-7  
  33012    6.28945769488029E-7   6.28945769488029E-7  
  33014    6.28962916033591E-7   6.28962916033591E-7  
  33016    6.28980062007853E-7   6.28980062007853E-7  
  33018    6.28997207410869E-7   6.28997207410869E-7  
  33020    6.29014352242692E-7   6.29014352242692E-7  
  33022    6.29031496503377E-7   6.29031496503377E-7  
  33024    6.29048640192977E-7   6.29048640192977E-7  
  33026    6.29065783311545E-7   6.29065783311545E-7  
  33028    6.29082925859135E-7   6.29082925859135E-7  
  33030    6.29100067835801E-7   6.29100067835801E-7  
  33032    6.29117209241597E-7   6.29117209241597E-7  
  33034    6.29134350076575E-7   6.29134350076575E-7  
  33036    6.29151490340789E-7   6.29151490340789E-7  
  33038    6.29168630034294E-7   6.29168630034294E-7  
  33040    6.29185769157142E-7   6.29185769157142E-7  
  33042    6.29202907709387E-7   6.29202907709387E-7  
  33044    6.29220045691082E-7   6.29220045691082E-7  
  33046    6.29237183102282E-7   6.29237183102282E-7  
  33048    6.29254319943039E-7   6.29254319943039E-7  
  33050    6.29271456213408E-7   6.29271456213408E-7  
  33052    6.29288591913441E-7   6.29288591913441E-7  
  33054    6.29305727043192E-7   6.29305727043192E-7  
  33056    6.29322861602715E-7   6.29322861602715E-7  
  33058    6.29339995592063E-7   6.29339995592063E-7  
  33060    6.2935712901129E-7    6.2935712901129E-7   
  33062    6.29374261860448E-7   6.29374261860448E-7  
  33064    6.29391394139592E-7   6.29391394139592E-7  
  33066    6.29408525848775E-7   6.29408525848775E-7  
  33068    6.2942565698805E-7    6.2942565698805E-7   
  33070    6.29442787557471E-7   6.29442787557471E-7  
  33072    6.29459917557091E-7   6.29459917557091E-7  
  33074    6.29477046986964E-7   6.29477046986964E-7  
  33076    6.29494175847143E-7   6.29494175847143E-7  
  33078    6.29511304137681E-7   6.29511304137681E-7  
  33080    6.29528431858632E-7   6.29528431858632E-7  
  33082    6.29545559010049E-7   6.29545559010049E-7  
  33084    6.29562685591986E-7   6.29562685591986E-7  
  33086    6.29579811604495E-7   6.29579811604495E-7  
  33088    6.29596937047631E-7   6.29596937047631E-7  
  33090    6.29614061921446E-7   6.29614061921446E-7  
  33092    6.29631186225994E-7   6.29631186225994E-7  
  33094    6.29648309961329E-7   6.29648309961329E-7  
  33096    6.29665433127503E-7   6.29665433127503E-7  
  33098    6.2968255572457E-7    6.2968255572457E-7   
  33100    6.29699677752583E-7   6.29699677752583E-7  
  33102    6.29716799211595E-7   6.29716799211595E-7  
  33104    6.2973392010166E-7    6.2973392010166E-7   
  33106    6.29751040422831E-7   6.29751040422831E-7  
  33108    6.29768160175162E-7   6.29768160175162E-7  
  33110    6.29785279358705E-7   6.29785279358705E-7  
  33112    6.29802397973514E-7   6.29802397973514E-7  
  33114    6.29819516019642E-7   6.29819516019642E-7  
  33116    6.29836633497142E-7   6.29836633497142E-7  
  33118    6.29853750406068E-7   6.29853750406068E-7  
  33120    6.29870866746472E-7   6.29870866746472E-7  
  33122    6.29887982518409E-7   6.29887982518409E-7  
  33124    6.2990509772193E-7    6.2990509772193E-7   
  33126    6.2992221235709E-7    6.2992221235709E-7   
  33128    6.29939326423942E-7   6.29939326423942E-7  
  33130    6.29956439922538E-7   6.29956439922538E-7  
  33132    6.29973552852932E-7   6.29973552852932E-7  
  33134    6.29990665215177E-7   6.29990665215177E-7  
  33136    6.30007777009327E-7   6.30007777009327E-7  
  33138    6.30024888235433E-7   6.30024888235433E-7  
  33140    6.3004199889355E-7    6.3004199889355E-7   
  33142    6.30059108983731E-7   6.30059108983731E-7  
  33144    6.30076218506029E-7   6.30076218506029E-7  
  33146    6.30093327460496E-7   6.30093327460496E-7  
  33148    6.30110435847187E-7   6.30110435847187E-7  
  33150    6.30127543666153E-7   6.30127543666153E-7  
  33152    6.30144650917449E-7   6.30144650917449E-7  
  33154    6.30161757601126E-7   6.30161757601126E-7  
  33156    6.30178863717239E-7   6.30178863717239E-7  
  33158    6.30195969265841E-7   6.30195969265841E-7  
  33160    6.30213074246984E-7   6.30213074246984E-7  
  33162    6.30230178660721E-7   6.30230178660721E-7  
  33164    6.30247282507106E-7   6.30247282507106E-7  
  33166    6.30264385786192E-7   6.30264385786192E-7  
  33168    6.30281488498031E-7   6.30281488498031E-7  
  33170    6.30298590642676E-7   6.30298590642676E-7  
  33172    6.30315692220181E-7   6.30315692220181E-7  
  33174    6.30332793230599E-7   6.30332793230599E-7  
  33176    6.30349893673983E-7   6.30349893673983E-7  
  33178    6.30366993550385E-7   6.30366993550385E-7  
  33180    6.30384092859858E-7   6.30384092859858E-7  
  33182    6.30401191602456E-7   6.30401191602456E-7  
  33184    6.30418289778232E-7   6.30418289778232E-7  
  33186    6.30435387387238E-7   6.30435387387238E-7  
  33188    6.30452484429527E-7   6.30452484429527E-7  
  33190    6.30469580905152E-7   6.30469580905152E-7  
  33192    6.30486676814167E-7   6.30486676814167E-7  
  33194    6.30503772156624E-7   6.30503772156624E-7  
  33196    6.30520866932576E-7   6.30520866932576E-7  
  33198    6.30537961142076E-7   6.30537961142076E-7  
  33200    6.30555054785177E-7   6.30555054785177E-7  
  33202    6.30572147861932E-7   6.30572147861932E-7  
  33204    6.30589240372393E-7   6.30589240372393E-7  
  33206    6.30606332316613E-7   6.30606332316613E-7  
  33208    6.30623423694646E-7   6.30623423694646E-7  
  33210    6.30640514506545E-7   6.30640514506545E-7  
  33212    6.30657604752361E-7   6.30657604752361E-7  
  33214    6.30674694432148E-7   6.30674694432148E-7  
  33216    6.30691783545959E-7   6.30691783545959E-7  
  33218    6.30708872093846E-7   6.30708872093846E-7  
  33220    6.30725960075863E-7   6.30725960075863E-7  
  33222    6.30743047492062E-7   6.30743047492062E-7  
  33224    6.30760134342496E-7   6.30760134342496E-7  
  33226    6.30777220627217E-7   6.30777220627217E-7  
  33228    6.30794306346279E-7   6.30794306346279E-7  
  33230    6.30811391499734E-7   6.30811391499734E-7  
  33232    6.30828476087636E-7   6.30828476087636E-7  
  33234    6.30845560110036E-7   6.30845560110036E-7  
  33236    6.30862643566988E-7   6.30862643566988E-7  
  33238    6.30879726458544E-7   6.30879726458544E-7  
  33240    6.30896808784757E-7   6.30896808784757E-7  
  33242    6.3091389054568E-7    6.3091389054568E-7   
  33244    6.30930971741365E-7   6.30930971741365E-7  
  33246    6.30948052371865E-7   6.30948052371865E-7  
  33248    6.30965132437234E-7   6.30965132437234E-7  
  33250    6.30982211937523E-7   6.30982211937523E-7  
  33252    6.30999290872785E-7   6.30999290872785E-7  
  33254    6.31016369243073E-7   6.31016369243073E-7  
  33256    6.31033447048439E-7   6.31033447048439E-7  
  33258    6.31050524288937E-7   6.31050524288937E-7  
  33260    6.31067600964619E-7   6.31067600964619E-7  
  33262    6.31084677075537E-7   6.31084677075537E-7  
  33264    6.31101752621745E-7   6.31101752621745E-7  
  33266    6.31118827603294E-7   6.31118827603294E-7  
  33268    6.31135902020238E-7   6.31135902020238E-7  
  33270    6.31152975872629E-7   6.31152975872629E-7  
  33272    6.31170049160519E-7   6.31170049160519E-7  
  33274    6.31187121883962E-7   6.31187121883962E-7  
  33276    6.31204194043009E-7   6.31204194043009E-7  
  33278    6.31221265637714E-7   6.31221265637714E-7  
  33280    6.31238336668129E-7   6.31238336668129E-7  
  33282    6.31255407134306E-7   6.31255407134306E-7  
  33284    6.31272477036299E-7   6.31272477036299E-7  
  33286    6.31289546374159E-7   6.31289546374159E-7  
  33288    6.31306615147939E-7   6.31306615147939E-7  
  33290    6.31323683357692E-7   6.31323683357692E-7  
  33292    6.3134075100347E-7    6.3134075100347E-7   
  33294    6.31357818085326E-7   6.31357818085326E-7  
  33296    6.31374884603312E-7   6.31374884603312E-7  
  33298    6.3139195055748E-7    6.3139195055748E-7   
  33300    6.31409015947884E-7   6.31409015947884E-7  
  33302    6.31426080774576E-7   6.31426080774576E-7  
  33304    6.31443145037608E-7   6.31443145037608E-7  
  33306    6.31460208737033E-7   6.31460208737033E-7  
  33308    6.31477271872902E-7   6.31477271872902E-7  
  33310    6.3149433444527E-7    6.3149433444527E-7   
  33312    6.31511396454187E-7   6.31511396454187E-7  
  33314    6.31528457899706E-7   6.31528457899706E-7  
  33316    6.31545518781881E-7   6.31545518781881E-7  
  33318    6.31562579100763E-7   6.31562579100763E-7  
  33320    6.31579638856404E-7   6.31579638856404E-7  
  33322    6.31596698048858E-7   6.31596698048858E-7  
  33324    6.31613756678176E-7   6.31613756678176E-7  
  33326    6.3163081474441E-7    6.3163081474441E-7   
  33328    6.31647872247615E-7   6.31647872247615E-7  
  33330    6.3166492918784E-7    6.3166492918784E-7   
  33332    6.3168198556514E-7    6.3168198556514E-7   
  33334    6.31699041379566E-7   6.31699041379566E-7  
  33336    6.3171609663117E-7    6.3171609663117E-7   
  33338    6.31733151320006E-7   6.31733151320006E-7  
  33340    6.31750205446125E-7   6.31750205446125E-7  
  33342    6.3176725900958E-7    6.3176725900958E-7   
  33344    6.31784312010422E-7   6.31784312010422E-7  
  33346    6.31801364448705E-7   6.31801364448705E-7  
  33348    6.31818416324481E-7   6.31818416324481E-7  
  33350    6.31835467637801E-7   6.31835467637801E-7  
  33352    6.31852518388718E-7   6.31852518388718E-7  
  33354    6.31869568577285E-7   6.31869568577285E-7  
  33356    6.31886618203554E-7   6.31886618203554E-7  
  33358    6.31903667267576E-7   6.31903667267576E-7  
  33360    6.31920715769405E-7   6.31920715769405E-7  
  33362    6.31937763709092E-7   6.31937763709092E-7  
  33364    6.3195481108669E-7    6.3195481108669E-7   
  33366    6.3197185790225E-7    6.3197185790225E-7   
